frame,t_s,beam_left_x,beam_left_y,beam_right_x,beam_right_y,theta_deg,theta_dot_deg_s
1337,44.563908,85.0000,334.4803,1822.0000,315.5521,-0.624333,-12.316273
1370,45.663840,85.0000,379.5888,1822.0000,269.2113,-3.635968,36.746661
1402,46.730441,85.0000,297.6282,1822.0000,347.6610,1.649903,-35.953898
1435,47.830372,85.0000,350.3776,1822.0000,300.3131,-1.650946,-0.012465
1468,48.930304,85.0000,395.1709,1822.0000,254.5913,-4.627000,-0.030363
1500,49.996905,85.0000,247.8026,1822.0000,396.9530,4.907760,-16.456178
1533,51.096837,85.0000,271.1346,1822.0000,374.3418,3.400340,-12.692042
1566,52.196769,85.0000,381.2566,1822.0000,268.6595,-3.708882,-0.016248
1598,53.263369,85.0000,357.7612,1822.0000,292.8018,-2.141716,2.502165
1631,54.363301,85.0000,424.4522,1822.0000,229.5492,-6.402191,-11.377280
1663,55.429902,85.0000,292.2981,1822.0000,355.1923,2.073687,-0.066931
1696,56.529834,85.0000,277.9457,1822.0000,369.1656,3.006172,0.088696
1729,57.629766,85.0000,315.5168,1822.0000,331.7186,0.534408,0.069960
1761,58.696366,85.0000,411.1849,1822.0000,241.9662,-5.564202,-31.760087
1794,59.796298,85.0000,336.1583,1822.0000,314.0735,-0.728439,0.005957
1827,60.896230,85.0000,387.6465,1822.0000,262.0869,-4.134451,-0.990169
1859,61.962831,85.0000,346.3174,1822.0000,302.6772,-1.439191,26.959317
1892,63.062763,85.0000,298.1846,1822.0000,348.4024,1.655997,18.043895
1924,64.129363,85.0000,323.8241,1822.0000,324.9254,0.036330,1.022050
1957,65.229295,85.0000,324.8795,1822.0000,324.9140,0.001138,-0.981431
1990,66.329227,85.0000,323.9093,1822.0000,325.0327,0.037056,-0.060663
2022,67.395828,85.0000,323.8639,1822.0000,324.9724,0.036566,-1.196113
2055,68.495760,85.0000,323.5923,1822.0000,324.8578,0.041743,-0.000154
2088,69.595692,85.0000,323.8871,1822.0000,324.9342,0.034538,-0.014819
2120,70.662292,85.0000,325.0182,1822.0000,324.9750,-0.001424,0.004332
2153,71.762224,85.0000,323.8111,1822.0000,324.9686,0.038183,0.027069
2185,72.828825,85.0000,324.8642,1822.0000,324.9693,0.003469,-0.032755
2218,73.928757,85.0000,324.7443,1822.0000,324.8900,0.004803,-0.025870
2251,75.028689,85.0000,324.9591,1822.0000,324.9754,0.000538,-0.042793
2283,76.095289,85.0000,324.8316,1822.0000,324.9260,0.003115,-0.026382
2316,77.195221,85.0000,324.8251,1822.0000,324.9184,0.003078,-1.042710
2349,78.295153,85.0000,324.7395,1822.0000,324.9078,0.005554,-0.901525
2381,79.361754,85.0000,323.8206,1822.0000,324.9610,0.037617,0.019728
2414,80.461686,85.0000,323.9009,1822.0000,324.9221,0.033684,0.003854
2446,81.528286,85.0000,324.8877,1822.0000,324.9494,0.002034,0.025444
2479,82.628218,85.0000,324.9132,1822.0000,324.9692,0.001848,-0.008162
2512,83.728150,85.0000,323.9531,1822.0000,324.9913,0.034246,-0.022206
2544,84.794751,85.0000,325.0986,1822.0000,324.9965,-0.003369,-1.093456
2577,85.894683,85.0000,324.7697,1822.0000,324.9086,0.004581,-0.120472
2610,86.994615,85.0000,323.9489,1822.0000,325.0441,0.036126,0.011541
2642,88.061215,85.0000,323.9971,1822.0000,324.9849,0.032582,0.015604
2675,89.161147,85.0000,324.0239,1822.0000,324.9883,0.031811,0.011726
2707,90.227748,85.0000,323.1828,1822.0000,324.9370,0.057862,-0.058029
2740,91.327680,85.0000,323.9164,1822.0000,324.9479,0.034024,0.033005
2773,92.427612,85.0000,324.0366,1822.0000,324.9381,0.029737,-1.516439
2805,93.494212,85.0000,323.3026,1822.0000,324.9862,0.055535,-0.077071
2838,94.594144,85.0000,322.6594,1822.0000,324.9838,0.076672,1.399389
2871,95.694076,85.0000,323.2317,1822.0000,325.0012,0.058369,-0.006070
2903,96.760677,85.0000,323.2407,1822.0000,325.0077,0.058286,0.799372
2936,97.860609,85.0000,323.9942,1822.0000,325.0150,0.033669,-0.034318
2968,98.927209,85.0000,323.1145,1822.0000,324.9455,0.060397,0.845883
3001,100.027141,85.0000,323.9804,1822.0000,324.9308,0.031350,-0.011012
3034,101.127073,85.0000,324.9991,1822.0000,324.9374,-0.002037,-0.037596
3066,102.193674,85.0000,323.8612,1822.0000,324.9567,0.036136,-0.020675
3099,103.293606,85.0000,323.9617,1822.0000,324.9520,0.032664,-0.050025
3132,104.393538,85.0000,324.9808,1822.0000,325.0322,0.001697,0.014432
3164,105.460138,85.0000,323.9490,1822.0000,324.9714,0.033725,0.780565
3197,106.560070,85.0000,324.6837,1822.0000,324.9414,0.008500,-0.005303
3230,107.660002,85.0000,324.0510,1822.0000,325.0875,0.034191,0.620426
