frame,t_s,beam_left_x,beam_left_y,beam_right_x,beam_right_y,theta_deg,theta_dot_deg_s
2224,74.128791,85.0000,351.5999,1822.0000,327.6451,-0.790110,-0.048555
2249,74.962073,85.0000,351.5530,1822.0000,327.5241,-0.792555,-0.108549
2273,75.762024,85.0000,351.5502,1822.0000,327.6320,-0.788902,-0.012519
2298,76.595306,85.0000,351.5141,1822.0000,327.6092,-0.788465,0.003002
2323,77.428589,85.0000,351.6027,1822.0000,327.5862,-0.792145,0.042342
2348,78.261871,85.0000,351.5513,1822.0000,327.6981,-0.786759,0.013966
2372,79.061822,85.0000,351.4633,1822.0000,327.6502,-0.785437,-0.018482
2397,79.895104,85.0000,351.3138,1822.0000,327.5924,-0.782413,-0.010911
2422,80.728386,85.0000,351.1166,1822.0000,327.4473,-0.780697,-0.026757
2447,81.561669,85.0000,351.5901,1822.0000,328.2248,-0.770669,0.636294
