frame,t_s,beam_left_x,beam_left_y,beam_right_x,beam_right_y,theta_deg,theta_dot_deg_s
692,23.065104,85.0000,266.4614,1822.0000,380.3037,3.749779,-0.123379
715,23.831719,85.0000,404.5837,1822.0000,245.6056,-5.229400,20.709522
737,24.565002,85.0000,404.1834,1822.0000,249.8891,-5.076148,-0.047011
760,25.331617,85.0000,402.9138,1822.0000,249.6669,-5.041868,-2.533470
782,26.064901,85.0000,316.5743,1822.0000,331.5447,0.493795,-6.399641
804,26.798184,85.0000,357.6474,1822.0000,292.3927,-2.151445,11.010938
827,27.564799,85.0000,338.9798,1822.0000,308.7824,-0.995977,51.236364
849,28.298083,85.0000,258.2843,1822.0000,387.6816,4.260363,-0.156029
871,29.031366,85.0000,308.0726,1822.0000,340.0885,1.055940,-0.000886
894,29.797981,85.0000,385.5472,1822.0000,264.2785,-3.993626,19.352546
916,30.531265,85.0000,389.1821,1822.0000,261.0629,-4.218434,3.332698
938,31.264548,85.0000,369.6371,1822.0000,280.3234,-2.943461,-0.262265
961,32.031163,85.0000,401.2661,1822.0000,252.7506,-4.886971,0.057229
983,32.764447,85.0000,362.2059,1822.0000,288.0480,-2.444649,-25.479516
1005,33.497730,85.0000,346.7641,1822.0000,303.2183,-1.436077,-0.006156
1028,34.264345,85.0000,242.7698,1822.0000,403.3504,5.281814,-0.102502
1050,34.997629,85.0000,383.2388,1822.0000,267.5341,-3.810947,-8.222836
1072,35.730912,85.0000,394.2724,1822.0000,255.7715,-4.558874,1.400011
1095,36.497527,85.0000,398.3097,1822.0000,255.7253,-4.692694,0.036078
1117,37.230811,85.0000,350.4099,1822.0000,299.3500,-1.683752,0.048777
1140,37.997425,85.0000,368.4779,1822.0000,281.8926,-2.853696,-0.046475
1162,38.730709,85.0000,367.4267,1822.0000,283.1120,-2.778979,0.041290
1184,39.463993,85.0000,367.5240,1822.0000,283.0398,-2.784558,-0.088407
1207,40.230607,85.0000,310.0946,1822.0000,338.6840,0.942950,-0.522202
1229,40.963891,85.0000,357.4835,1822.0000,292.6935,-2.136139,-0.073862
1251,41.697175,85.0000,238.3145,1822.0000,407.3945,5.559668,-18.414165
1274,42.463790,85.0000,260.4881,1822.0000,385.4307,4.114209,-0.035719
1296,43.197073,85.0000,360.2519,1822.0000,290.8094,-2.289375,0.041102
1318,43.930357,85.0000,246.9848,1822.0000,399.2130,5.008522,4.075765
1341,44.696972,85.0000,297.4923,1822.0000,349.8786,1.727463,10.256625
1363,45.430255,85.0000,282.9912,1822.0000,364.3952,2.683188,-0.047019
1385,46.163539,85.0000,248.5813,1822.0000,398.1198,4.920466,-0.046658
1408,46.930154,85.0000,254.5825,1822.0000,392.0655,4.525509,0.117158
1430,47.663437,85.0000,404.7598,1822.0000,245.9899,-5.222592,-60.386995
1452,48.396721,85.0000,379.2477,1822.0000,270.7836,-3.573099,0.061706
1475,49.163336,85.0000,357.6225,1822.0000,292.6510,-2.142118,0.000946
1497,49.896619,85.0000,295.2081,1822.0000,353.9376,1.936482,11.680628
1520,50.663234,85.0000,425.4342,1822.0000,229.0272,-6.451177,-37.396587
1542,51.396518,85.0000,395.5994,1822.0000,255.1286,-4.623437,0.840092
1564,52.129801,85.0000,250.2967,1822.0000,395.2898,4.771605,0.178683
1587,52.896416,85.0000,318.8966,1822.0000,329.8684,0.361906,-16.386890
1609,53.629700,85.0000,307.1540,1822.0000,340.8567,1.111560,7.078447
1631,54.362983,85.0000,305.2549,1822.0000,342.6858,1.234486,-0.185314
1654,55.129598,85.0000,369.5016,1822.0000,280.7651,-2.924473,0.066287
1676,55.862882,85.0000,369.6099,1822.0000,280.5383,-2.935500,0.026485
1698,56.596165,85.0000,283.2178,1822.0000,361.8016,2.590357,106.081319
1721,57.362780,85.0000,262.9992,1822.0000,383.1184,3.955892,-0.027962
1743,58.096064,85.0000,321.4310,1822.0000,326.7921,0.176840,-0.051293
1765,58.829347,85.0000,310.1617,1822.0000,338.1576,0.923379,0.168144
1788,59.595962,85.0000,350.9776,1822.0000,298.1156,-1.743142,-38.735404
1810,60.329246,85.0000,343.8582,1822.0000,306.4858,-1.232557,0.012761
1832,61.062529,85.0000,356.3820,1822.0000,293.6877,-2.067104,0.130565
1855,61.829144,85.0000,357.7873,1822.0000,292.6201,-2.148566,-0.046585
1877,62.562428,85.0000,324.6489,1822.0000,320.7054,-0.130076,53.952740
1900,63.329042,85.0000,279.8809,1822.0000,367.5741,2.890150,0.060649
1922,64.062326,85.0000,351.5917,1822.0000,298.7291,-1.743161,5.833866
1944,64.795610,85.0000,350.4304,1822.0000,299.6987,-1.672935,0.004589
1967,65.562224,85.0000,317.1690,1822.0000,328.9636,0.389044,54.930047
1989,66.295508,85.0000,260.4326,1822.0000,385.5242,4.119098,0.338582
2011,67.028792,85.0000,257.0205,1822.0000,389.6863,4.367565,0.140809
2034,67.795407,85.0000,305.7023,1822.0000,342.5668,1.215810,10.354317
2056,68.528690,85.0000,327.1752,1822.0000,321.3320,-0.192741,-0.061734
2078,69.261974,85.0000,326.7857,1822.0000,321.2144,-0.183770,0.020302
2101,70.028589,85.0000,327.2495,1822.0000,321.3133,-0.195809,0.052612
2123,70.761872,85.0000,327.4613,1822.0000,321.5162,-0.196100,-0.040991
2145,71.495156,85.0000,327.6093,1822.0000,321.4612,-0.202798,-0.003645
2168,72.261771,85.0000,328.3716,1822.0000,321.3189,-0.232635,-0.069251
2190,72.995054,85.0000,328.5247,1822.0000,321.3404,-0.236979,0.044096
2213,73.761669,85.0000,328.8099,1822.0000,321.3551,-0.245901,0.037458
