scorer,DLC_resnet50_bab_bar_2pts_dlc3Feb24shuffle1_500,DLC_resnet50_bab_bar_2pts_dlc3Feb24shuffle1_500,DLC_resnet50_bab_bar_2pts_dlc3Feb24shuffle1_500,DLC_resnet50_bab_bar_2pts_dlc3Feb24shuffle1_500,DLC_resnet50_bab_bar_2pts_dlc3Feb24shuffle1_500,DLC_resnet50_bab_bar_2pts_dlc3Feb24shuffle1_500
18,76.12939453125,353.24090576171875,0.5330502390861511,1823.14453125,326.1412048339844,0.7145229578018188
19,75.91297912597656,353.1009521484375,0.5311216711997986,1823.2154541015625,326.2170715332031,0.7149189710617065
20,75.97770690917969,352.92022705078125,0.5283584594726562,1823.2862548828125,326.1700439453125,0.717749834060669
21,75.78507232666016,353.0932922363281,0.529184877872467,1823.0765380859375,326.4307556152344,0.7163904905319214
22,75.800537109375,353.01611328125,0.5253042578697205,1823.136474609375,326.4256286621094,0.7178401947021484
23,75.77653503417969,353.05059814453125,0.5277575254440308,1823.2413330078125,326.3984069824219,0.7201181650161743
24,75.79405975341797,353.0983581542969,0.5350990891456604,1823.235107421875,326.2507019042969,0.7202883958816528
25,75.76155090332031,353.1759033203125,0.5286114811897278,1823.3248291015625,326.15972900390625,0.7182104587554932
26,75.69115447998047,353.3593444824219,0.5311986207962036,1823.3671875,326.1717529296875,0.7178619503974915
27,75.85454559326172,353.30859375,0.5237208604812622,1823.3770751953125,326.0771484375,0.72179114818573
28,75.71514892578125,353.45751953125,0.5209071636199951,1823.245361328125,326.048583984375,0.7188642621040344
29,75.76038360595703,353.376953125,0.5299520492553711,1823.257568359375,326.166015625,0.7164298892021179
30,75.6172866821289,353.3517761230469,0.5334962606430054,1823.1590576171875,326.1419372558594,0.7163043022155762
31,75.68438720703125,353.4104919433594,0.5332518219947815,1823.2274169921875,326.1574401855469,0.7147240042686462
32,75.83050537109375,353.456787109375,0.5295556783676147,1823.2816162109375,326.0943603515625,0.721618115901947
33,75.7238998413086,353.315185546875,0.524398684501648,1823.30712890625,326.0911560058594,0.7144728899002075
34,75.66743469238281,353.3108215332031,0.5245426297187805,1823.31298828125,325.97137451171875,0.7180153131484985
35,75.79962158203125,353.31207275390625,0.5276057720184326,1823.2249755859375,326.02252197265625,0.7187895774841309
36,75.54289245605469,353.3387145996094,0.5275307297706604,1823.1715087890625,325.9798278808594,0.7202585935592651
37,75.68965148925781,353.220458984375,0.5304977297782898,1823.1395263671875,326.0954895019531,0.7179017663002014
38,75.74469757080078,353.1296081542969,0.5244163274765015,1823.0338134765625,326.0889892578125,0.714743435382843
39,75.8177261352539,353.21099853515625,0.5252222418785095,1823.0975341796875,326.15380859375,0.7139531970024109
40,75.77582550048828,353.35211181640625,0.5345726013183594,1823.137939453125,326.0799560546875,0.7164886593818665
41,75.71196746826172,353.19964599609375,0.5267356634140015,1822.99853515625,326.11602783203125,0.7137105464935303
42,75.78963470458984,353.2645263671875,0.5332417488098145,1823.069580078125,326.17523193359375,0.7160725593566895
43,75.75326538085938,353.1850280761719,0.5301687121391296,1822.9691162109375,326.22216796875,0.7129994630813599
44,75.7530746459961,353.2154846191406,0.5357463955879211,1822.948974609375,326.2300720214844,0.7148040533065796
45,75.72576141357422,353.23236083984375,0.5311858057975769,1823.0706787109375,326.27166748046875,0.7129655480384827
46,75.73690795898438,353.3278503417969,0.537490963935852,1823.11962890625,326.2775573730469,0.7114964723587036
47,75.87881469726562,353.3455810546875,0.5369887948036194,1823.1396484375,326.3213806152344,0.7131211161613464
48,75.85742950439453,353.3633117675781,0.5362594723701477,1823.10498046875,326.31768798828125,0.7157825231552124
49,75.867431640625,353.2392883300781,0.5291018486022949,1823.200927734375,326.4233703613281,0.7134013175964355
50,76.07097625732422,353.22674560546875,0.5276833176612854,1823.2615966796875,326.4302673339844,0.7143359184265137
51,75.93610382080078,353.2438049316406,0.5270178914070129,1823.2373046875,326.434326171875,0.7153763175010681
52,75.97540283203125,353.1842956542969,0.5287454724311829,1823.242431640625,326.33514404296875,0.7156980037689209
53,75.81351470947266,353.2601013183594,0.5294848680496216,1823.2431640625,326.2877502441406,0.7202143669128418
54,75.86502838134766,353.2431945800781,0.5347477197647095,1823.217041015625,326.2983093261719,0.7187543511390686
55,75.81273651123047,353.2352600097656,0.5350565910339355,1823.191162109375,326.23828125,0.7199985980987549
56,75.73188781738281,353.43963623046875,0.5367558598518372,1823.353515625,326.2297668457031,0.718156635761261
57,75.64351654052734,353.26458740234375,0.5365287661552429,1823.4552001953125,326.23834228515625,0.7226656675338745
58,75.64976501464844,353.2287902832031,0.5319774746894836,1823.443115234375,326.2340087890625,0.7237761616706848
59,75.55630493164062,353.3299865722656,0.5337855219841003,1823.438232421875,326.2231750488281,0.7243185043334961
60,75.5842056274414,353.33349609375,0.5341642498970032,1823.5218505859375,326.15972900390625,0.7269183397293091
61,75.54271697998047,353.15216064453125,0.5307668447494507,1823.4993896484375,326.1705017089844,0.7268161773681641
62,75.54413604736328,353.05157470703125,0.5280762314796448,1823.388671875,326.1710205078125,0.7258847951889038
63,75.68634033203125,353.2271728515625,0.5312968492507935,1823.391357421875,326.1734619140625,0.7263098359107971
64,75.62910461425781,353.0154724121094,0.516734778881073,1823.4207763671875,326.1674499511719,0.7270552515983582
65,75.61773681640625,352.9430847167969,0.5204917192459106,1823.4061279296875,326.2007141113281,0.7253531813621521
66,75.53379821777344,352.9702453613281,0.5198696255683899,1823.3814697265625,326.22900390625,0.726434588432312
67,75.5064697265625,353.0434875488281,0.5130400061607361,1823.341796875,326.2727355957031,0.7249108552932739
68,75.61141967773438,353.0539245605469,0.5230192542076111,1823.429443359375,326.1584777832031,0.7265279293060303
69,75.62311553955078,352.9794921875,0.515891432762146,1823.2515869140625,326.2104797363281,0.7234179973602295
70,75.69480895996094,353.0147399902344,0.5137680768966675,1823.1776123046875,326.1775817871094,0.7223309874534607
71,75.58799743652344,353.001953125,0.5150291919708252,1823.30126953125,326.2135925292969,0.7225744724273682
72,75.53882598876953,353.06414794921875,0.5208308696746826,1823.466552734375,326.226806640625,0.7242106795310974
73,75.5404281616211,353.0443420410156,0.5160413980484009,1823.322265625,326.2508544921875,0.7200409770011902
74,75.63272857666016,352.9725341796875,0.5130419135093689,1823.3890380859375,326.2292785644531,0.7212241888046265
75,75.80976867675781,353.1510314941406,0.5175349116325378,1823.248291015625,326.2614440917969,0.7229123711585999
76,75.95697784423828,353.0239562988281,0.5116919279098511,1823.3013916015625,326.2356262207031,0.7231066823005676
77,75.76020050048828,352.9732666015625,0.5092300772666931,1823.1893310546875,326.2558898925781,0.7184152603149414
78,75.6752700805664,353.0470275878906,0.5153229236602783,1823.2186279296875,326.2615966796875,0.7189819812774658
79,75.69220733642578,353.05816650390625,0.5158687829971313,1823.166015625,326.29998779296875,0.7182331085205078
80,75.64067840576172,352.9530944824219,0.5177850127220154,1823.386474609375,326.2093200683594,0.7231752872467041
81,75.63372039794922,353.28753662109375,0.51856929063797,1823.393310546875,326.26483154296875,0.721204400062561
82,75.78871154785156,353.4256591796875,0.5213266611099243,1823.3875732421875,326.2695617675781,0.7201290726661682
83,75.87699127197266,353.4129943847656,0.5226253867149353,1823.3050537109375,326.28570556640625,0.7182916402816772
84,75.3969497680664,353.7894287109375,0.5324969291687012,1823.364013671875,326.28778076171875,0.7151660919189453
85,75.44737243652344,353.6160888671875,0.5246041417121887,1823.2498779296875,326.27191162109375,0.7117979526519775
86,75.59427642822266,353.61578369140625,0.5261780619621277,1823.2708740234375,326.2735900878906,0.71247798204422
87,75.61970520019531,353.5278625488281,0.5268675684928894,1823.3916015625,326.2342529296875,0.7149406671524048
88,75.6258316040039,353.5559387207031,0.5301164388656616,1823.4146728515625,326.1792907714844,0.7174452543258667
89,75.6319580078125,353.5000915527344,0.5296300649642944,1823.3828125,326.20428466796875,0.7172849178314209
90,75.53707885742188,353.5667419433594,0.5300065875053406,1823.3948974609375,326.1897888183594,0.7177286148071289
91,75.62759399414062,353.5893249511719,0.5346827507019043,1823.3934326171875,326.2254333496094,0.7167080640792847
92,75.71720123291016,353.45977783203125,0.5345577001571655,1823.41162109375,326.24951171875,0.7160273194313049
93,75.79967498779297,353.3104553222656,0.5373448133468628,1823.3206787109375,326.2776184082031,0.7163193225860596
94,75.79473876953125,353.2605285644531,0.5353674292564392,1823.2967529296875,326.26641845703125,0.718366265296936
95,75.75949096679688,353.2721862792969,0.5405096411705017,1823.1998291015625,326.2958068847656,0.7186300158500671
96,75.8176498413086,353.34466552734375,0.542860209941864,1823.296142578125,326.238037109375,0.716798722743988
97,75.77830505371094,353.30731201171875,0.5374863147735596,1823.2227783203125,326.191162109375,0.7170076370239258
98,75.80235290527344,353.4082336425781,0.5381098389625549,1823.2861328125,326.1565856933594,0.7185942530632019
99,75.80010223388672,353.40814208984375,0.539191722869873,1823.272705078125,326.2484130859375,0.7148106098175049
100,75.8455810546875,353.5112609863281,0.5451105833053589,1823.3084716796875,326.2362365722656,0.7156869769096375
101,75.86835479736328,353.5815124511719,0.5439879894256592,1823.18994140625,326.349609375,0.7153465747833252
102,75.85723114013672,353.48095703125,0.5409329533576965,1823.2171630859375,326.3298645019531,0.7172994017601013
103,75.76898193359375,353.47857666015625,0.5394414663314819,1823.281005859375,326.3582458496094,0.7157759070396423
104,75.72659301757812,353.4679870605469,0.5435288548469543,1823.2396240234375,326.3190002441406,0.7158548831939697
105,75.75147247314453,353.32867431640625,0.5434558987617493,1823.302490234375,326.347412109375,0.7211266160011292
106,75.73657989501953,353.34698486328125,0.5399350523948669,1823.3675537109375,326.3319396972656,0.7222241163253784
107,75.6974105834961,353.3966064453125,0.5342212915420532,1823.3533935546875,326.340087890625,0.7211258411407471
108,75.64434814453125,353.34051513671875,0.5407903790473938,1823.30126953125,326.2752685546875,0.7225655913352966
109,75.71739196777344,353.39410400390625,0.5343161821365356,1823.2479248046875,326.3096618652344,0.7160303592681885
110,75.89559936523438,353.4100036621094,0.5359445214271545,1823.357666015625,326.3048400878906,0.719429075717926
111,75.84413146972656,353.39971923828125,0.5420966148376465,1823.290283203125,326.3157653808594,0.715860903263092
112,75.78767395019531,353.35504150390625,0.5540719628334045,1823.3167724609375,326.2388610839844,0.7150986790657043
113,75.74026489257812,353.4004211425781,0.5429893136024475,1823.28955078125,326.37176513671875,0.7128966450691223
114,75.75494384765625,353.4195251464844,0.5416561961174011,1823.30859375,326.3944396972656,0.7121286988258362
115,75.69686889648438,353.5237731933594,0.5403111577033997,1823.32568359375,326.408935546875,0.7122612595558167
116,75.77375793457031,353.564208984375,0.5449058413505554,1823.39697265625,326.3798522949219,0.7142624855041504
117,75.74796295166016,353.5145568847656,0.5451602935791016,1823.2591552734375,326.45166015625,0.7133824825286865
118,75.72281646728516,353.5896301269531,0.5508368611335754,1823.3123779296875,326.4617004394531,0.7159215211868286
119,75.7508544921875,353.5177001953125,0.5461992621421814,1823.31103515625,326.40106201171875,0.7172550559043884
120,75.72442626953125,353.5394592285156,0.5467093586921692,1823.3631591796875,326.2731018066406,0.7199336290359497
121,75.68890380859375,353.5442810058594,0.5394120812416077,1823.288330078125,326.3132019042969,0.7165190577507019
122,75.64744567871094,353.49566650390625,0.536339521408081,1823.3133544921875,326.3106384277344,0.7139896750450134
123,75.67481994628906,353.4090881347656,0.5404677391052246,1823.3194580078125,326.2928466796875,0.7133095860481262
124,75.60003662109375,353.23651123046875,0.5491561889648438,1823.3648681640625,326.24688720703125,0.7138015627861023
125,75.64175415039062,353.2695007324219,0.5409905314445496,1823.2431640625,326.315673828125,0.7136811017990112
126,75.67365264892578,353.228759765625,0.5334159731864929,1823.2310791015625,326.28302001953125,0.715004563331604
127,75.64525604248047,353.22601318359375,0.5345920920372009,1823.220947265625,326.27166748046875,0.7130065560340881
128,75.55165100097656,353.11126708984375,0.5400214195251465,1823.10546875,326.16766357421875,0.7125619053840637
129,75.61318969726562,353.1933288574219,0.5359459519386292,1823.1517333984375,326.2009582519531,0.7127862572669983
130,75.6495590209961,353.19744873046875,0.5391078591346741,1823.1788330078125,326.20172119140625,0.7150185108184814
131,75.64983367919922,353.3138427734375,0.5380523800849915,1823.304443359375,326.2983703613281,0.7136938571929932
132,75.70864868164062,353.3593444824219,0.544884443283081,1823.4552001953125,326.2987060546875,0.7173919677734375
133,75.62214660644531,353.26763916015625,0.5406427979469299,1823.39990234375,326.3731689453125,0.714557409286499
134,75.60440826416016,353.3417053222656,0.5364990234375,1823.427490234375,326.36236572265625,0.7162383198738098
135,75.62364196777344,353.39422607421875,0.5375534892082214,1823.37451171875,326.3714904785156,0.714451253414154
136,75.58367919921875,353.3851623535156,0.5449222922325134,1823.40625,326.3638610839844,0.7127267122268677
137,75.58907318115234,353.4074401855469,0.5326892733573914,1823.309326171875,326.2777404785156,0.7105382680892944
138,75.54081726074219,353.3879089355469,0.5290027260780334,1823.3013916015625,326.27935791015625,0.7105661630630493
139,75.58247375488281,353.4307556152344,0.5297296047210693,1823.2230224609375,326.226806640625,0.7122503519058228
140,75.53038024902344,353.3903503417969,0.5308588147163391,1823.392822265625,326.02105712890625,0.7191599607467651
141,75.59176635742188,353.37811279296875,0.53201824426651,1823.159423828125,326.15264892578125,0.7178026437759399
142,75.55833435058594,353.40460205078125,0.5318838953971863,1823.145263671875,326.1662292480469,0.7161135673522949
143,75.60380554199219,353.4385986328125,0.533897876739502,1823.09130859375,326.2049865722656,0.719269871711731
144,75.6673355102539,353.3934020996094,0.5397464632987976,1823.1807861328125,326.1607666015625,0.7224483489990234
145,75.64697265625,353.59576416015625,0.5389091372489929,1823.0660400390625,326.3586120605469,0.7215821146965027
146,75.76866149902344,353.5702819824219,0.5398263335227966,1823.1190185546875,326.3556213378906,0.7210944294929504
147,75.66668701171875,353.5328674316406,0.5401514172554016,1823.054931640625,326.3929138183594,0.720268189907074
148,75.69384002685547,353.523681640625,0.5446281433105469,1822.921875,326.48370361328125,0.7164454460144043
149,75.75137329101562,353.4455261230469,0.5393995046615601,1822.9935302734375,326.51922607421875,0.7155278921127319
150,75.84574127197266,353.45941162109375,0.5420113205909729,1822.9979248046875,326.5455627441406,0.715387225151062
151,75.75463104248047,353.37457275390625,0.5439752340316772,1823.050537109375,326.54083251953125,0.7155854105949402
152,75.72787475585938,353.3581237792969,0.5442887544631958,1823.0802001953125,326.46380615234375,0.7133482098579407
153,75.74980163574219,353.3775329589844,0.5389485359191895,1823.1629638671875,326.5287780761719,0.7155178189277649
154,75.72390747070312,353.3802185058594,0.5366106629371643,1823.07470703125,326.4595642089844,0.7133703827857971
155,75.76354217529297,353.3349914550781,0.5346628427505493,1823.222900390625,326.4203796386719,0.7149736285209656
156,75.6117935180664,353.31585693359375,0.5344127416610718,1823.2076416015625,326.38958740234375,0.7154814004898071
157,75.63274383544922,353.4350280761719,0.5330281853675842,1823.1182861328125,326.5185852050781,0.7147423624992371
158,75.62895202636719,353.4620056152344,0.5354442596435547,1823.117919921875,326.4383239746094,0.7146492600440979
159,75.74650573730469,353.4232482910156,0.5358275175094604,1823.21533203125,326.47833251953125,0.7122785449028015
160,75.70309448242188,353.39447021484375,0.5434125065803528,1823.2705078125,326.4474792480469,0.7113164663314819
161,75.79034423828125,353.3672180175781,0.534609317779541,1823.252685546875,326.42791748046875,0.7141799330711365
162,75.78966522216797,353.333740234375,0.5323957800865173,1823.213623046875,326.4254150390625,0.7154121994972229
163,75.79609680175781,353.4085998535156,0.5367767214775085,1823.1385498046875,326.4429931640625,0.715228796005249
164,75.7649154663086,353.34954833984375,0.5369659066200256,1823.277099609375,326.3247985839844,0.7166693210601807
165,76.04818725585938,353.6372375488281,0.5302345752716064,1823.2069091796875,326.3697204589844,0.7193472385406494
166,75.98826599121094,353.63140869140625,0.5324667692184448,1823.346435546875,326.3531494140625,0.7198693156242371
167,75.99266052246094,353.59765625,0.5317795872688293,1823.2530517578125,326.3980407714844,0.7178401350975037
168,76.23279571533203,353.93255615234375,0.5439808368682861,1823.335693359375,326.4015197753906,0.7195608615875244
169,76.13452911376953,353.85137939453125,0.5369501709938049,1823.3302001953125,326.4542541503906,0.7177950143814087
170,76.04764556884766,353.8099670410156,0.5395799875259399,1823.3421630859375,326.4246520996094,0.7163175940513611
171,76.13569641113281,353.7493896484375,0.5401029586791992,1823.446533203125,326.42730712890625,0.721917986869812
172,76.14997863769531,353.8131408691406,0.5433247685432434,1823.4293212890625,326.3852233886719,0.7225697040557861
173,75.99073791503906,353.767578125,0.5386645197868347,1823.337646484375,326.3880920410156,0.7230290770530701
174,75.98188018798828,353.7633361816406,0.5420945882797241,1823.3099365234375,326.3561096191406,0.7233843803405762
175,75.96846008300781,353.77880859375,0.5426838397979736,1823.3369140625,326.4401550292969,0.7228350043296814
176,75.9185791015625,353.903076171875,0.5441778302192688,1823.4676513671875,326.3319396972656,0.7253609299659729
177,75.82239532470703,353.87060546875,0.5431711673736572,1823.48291015625,326.34100341796875,0.7245343327522278
178,75.98236083984375,353.9261474609375,0.5406740307807922,1823.49853515625,326.3092041015625,0.7240052223205566
179,75.97038269042969,353.9289855957031,0.5414909720420837,1823.468017578125,326.3318786621094,0.7245863080024719
180,75.98622131347656,353.94464111328125,0.5445037484169006,1823.5648193359375,326.3487243652344,0.7260903120040894
181,75.97400665283203,353.8410949707031,0.5445427894592285,1823.396240234375,326.3824462890625,0.7225608229637146
182,76.0001220703125,353.8290100097656,0.5448198914527893,1823.450439453125,326.3139953613281,0.7233750820159912
183,75.94083404541016,353.7749328613281,0.5453813672065735,1823.439453125,326.39874267578125,0.7220366597175598
184,75.87310028076172,353.6961669921875,0.550234317779541,1823.51220703125,326.2321472167969,0.7267430424690247
185,75.98261260986328,353.7109680175781,0.5462672710418701,1823.3525390625,326.32696533203125,0.7163554430007935
186,75.94268798828125,353.7199401855469,0.5452373027801514,1823.377685546875,326.3221130371094,0.7182145714759827
187,75.99219512939453,353.74041748046875,0.5485762357711792,1823.3818359375,326.3249206542969,0.7165057063102722
188,76.00930786132812,353.6539611816406,0.5484749674797058,1823.4013671875,326.3257141113281,0.7181238532066345
189,75.99588775634766,353.6163635253906,0.5455399751663208,1823.22216796875,326.47406005859375,0.7124184966087341
190,75.94224548339844,353.5537414550781,0.5455280542373657,1823.2435302734375,326.39031982421875,0.714214563369751
191,75.94332122802734,353.47943115234375,0.5451297760009766,1823.2362060546875,326.47760009765625,0.712516188621521
192,75.98728942871094,353.3570251464844,0.5549904108047485,1823.3402099609375,326.4466857910156,0.7153193354606628
193,76.03228759765625,353.5181884765625,0.5463454723358154,1823.313720703125,326.510498046875,0.7151892781257629
194,76.0477294921875,353.6246337890625,0.5438234210014343,1823.3902587890625,326.4561767578125,0.7172137498855591
195,76.02719116210938,353.50360107421875,0.5385651588439941,1823.4078369140625,326.436767578125,0.718561589717865
196,75.6279067993164,353.5749206542969,0.5521813631057739,1823.45849609375,326.3632507324219,0.7169223427772522
197,75.67515563964844,353.59619140625,0.5448063611984253,1823.3907470703125,326.4520263671875,0.7178884148597717
198,75.65715026855469,353.69903564453125,0.5425155162811279,1823.3507080078125,326.4371643066406,0.7192317843437195
199,75.64373779296875,353.66925048828125,0.5389043688774109,1823.2845458984375,326.40802001953125,0.7191042304039001
200,75.57838439941406,353.66046142578125,0.5392617583274841,1823.1693115234375,326.3636474609375,0.7146270871162415
201,75.73484802246094,353.5724182128906,0.5340397953987122,1823.0634765625,326.36114501953125,0.7168272137641907
202,75.76155853271484,353.54046630859375,0.5334599614143372,1822.966064453125,326.2703857421875,0.7186975479125977
203,75.69136810302734,353.49578857421875,0.5387538075447083,1823.007080078125,326.2614440917969,0.7155181765556335
204,75.7283706665039,353.5083312988281,0.5423510074615479,1823.001708984375,326.2320251464844,0.7142601013183594
205,75.69615936279297,353.59564208984375,0.5380629301071167,1823.0806884765625,326.3298645019531,0.7151826620101929
206,75.70606231689453,353.51708984375,0.5349786877632141,1823.0848388671875,326.3347473144531,0.714688241481781
207,75.65628051757812,353.51385498046875,0.5339648127555847,1823.1815185546875,326.3020324707031,0.7157508134841919
208,75.61590576171875,353.4710388183594,0.5392021536827087,1823.2423095703125,326.2473449707031,0.7209771871566772
209,75.60121154785156,353.51910400390625,0.5380120277404785,1823.111572265625,326.2611999511719,0.7151596546173096
210,75.67923736572266,353.4738464355469,0.5322845578193665,1823.1370849609375,326.28851318359375,0.7160788774490356
211,75.76749420166016,353.3985595703125,0.5349771976470947,1823.1744384765625,326.1742248535156,0.7181107401847839
212,75.80203247070312,353.4207458496094,0.5363566279411316,1823.167724609375,326.1828918457031,0.7180073261260986
213,75.706787109375,353.5693664550781,0.5384905934333801,1823.1094970703125,326.2237243652344,0.7160926461219788
214,75.7245101928711,353.5693664550781,0.5387778282165527,1823.1396484375,326.2133483886719,0.714245080947876
215,75.73868560791016,353.6490783691406,0.535305380821228,1823.0533447265625,326.2237243652344,0.7113869786262512
216,75.64437866210938,353.6539611816406,0.5495243072509766,1823.079833984375,326.2525939941406,0.7145372033119202
217,75.732177734375,353.656494140625,0.5397521257400513,1823.072998046875,326.2508850097656,0.7145612239837646
218,75.76750183105469,353.7110595703125,0.5392541885375977,1823.1160888671875,326.1815185546875,0.7149410247802734
219,75.76183319091797,353.6473693847656,0.5366747379302979,1822.97314453125,326.190185546875,0.7123034000396729
220,75.68138122558594,353.4870300292969,0.5389379858970642,1823.0126953125,326.2041931152344,0.7138299345970154
221,75.76248931884766,353.7451477050781,0.53443843126297,1823.137939453125,326.2269287109375,0.7154685258865356
222,75.85952758789062,353.7811279296875,0.5353375673294067,1823.2998046875,326.1336975097656,0.7184696197509766
223,75.82548522949219,353.7576599121094,0.5364289879798889,1823.257080078125,326.1863098144531,0.7188462018966675
224,75.70939636230469,353.36114501953125,0.5467511415481567,1823.2996826171875,326.06329345703125,0.7160306572914124
225,75.76268768310547,353.484130859375,0.5410199165344238,1823.1195068359375,326.187744140625,0.7192115783691406
226,75.62483215332031,353.4723815917969,0.5419257879257202,1823.477294921875,326.26153564453125,0.7240801453590393
227,75.67279052734375,353.58953857421875,0.5419837236404419,1823.4171142578125,326.2751159667969,0.7265611886978149
228,75.79840850830078,353.76739501953125,0.5469073057174683,1823.4447021484375,326.2844543457031,0.7306653261184692
229,75.75004577636719,353.6934509277344,0.5431833863258362,1823.36572265625,326.312744140625,0.7262839078903198
230,75.57464599609375,353.5019226074219,0.5388739705085754,1823.3839111328125,326.3152770996094,0.7275902032852173
231,75.64905548095703,353.5647277832031,0.545332133769989,1823.4027099609375,326.304443359375,0.7260672450065613
232,75.63452911376953,353.7193908691406,0.554069459438324,1823.5152587890625,326.3125305175781,0.7252557277679443
233,75.74066162109375,353.70281982421875,0.5552672147750854,1823.4508056640625,326.4342041015625,0.7259944677352905
234,75.81163787841797,353.6934509277344,0.5504332780838013,1823.4290771484375,326.454345703125,0.7257657051086426
235,75.64629364013672,353.71258544921875,0.5577362775802612,1823.438232421875,326.42767333984375,0.7230342626571655
236,75.61515045166016,353.7469482421875,0.5645081400871277,1823.5318603515625,326.3512268066406,0.7264277338981628
237,75.66588592529297,353.6761169433594,0.5565884709358215,1823.297607421875,326.4000549316406,0.7203443050384521
238,75.83512878417969,353.50738525390625,0.5571464896202087,1823.357177734375,326.4158630371094,0.7224860787391663
239,75.7998046875,353.4766540527344,0.5562503933906555,1823.2752685546875,326.43524169921875,0.7224557995796204
240,75.7565689086914,353.5870056152344,0.5577104687690735,1823.2889404296875,326.4054260253906,0.7195597290992737
241,75.74232482910156,353.5054931640625,0.5468472838401794,1823.2967529296875,326.4830322265625,0.7207122445106506
242,75.7491226196289,353.5235290527344,0.5467110276222229,1823.3966064453125,326.48529052734375,0.7207325100898743
243,75.7407455444336,353.5459289550781,0.5465137958526611,1823.4197998046875,326.4449462890625,0.722501814365387
244,75.78923034667969,353.5638427734375,0.5447304248809814,1823.537109375,326.4182434082031,0.7247495651245117
245,75.76282501220703,353.6142883300781,0.5421928763389587,1823.3922119140625,326.460205078125,0.7256697416305542
246,75.70207214355469,353.630859375,0.5390506386756897,1823.388916015625,326.5247802734375,0.7253513932228088
247,75.63843536376953,353.6314697265625,0.5422277450561523,1823.3043212890625,326.51556396484375,0.7263230681419373
248,75.59001922607422,353.6807556152344,0.550812840461731,1823.3897705078125,326.490966796875,0.7228178381919861
249,75.7293701171875,353.8669128417969,0.5471858978271484,1823.3773193359375,326.4520263671875,0.7214211225509644
250,75.6897201538086,353.7828369140625,0.5513370037078857,1823.36328125,326.48114013671875,0.7201632857322693
251,75.67521667480469,353.4979553222656,0.5461580157279968,1823.3167724609375,326.4514465332031,0.7221375703811646
252,75.7202377319336,353.37677001953125,0.5441139936447144,1823.3270263671875,326.29168701171875,0.7218376994132996
253,75.66378784179688,353.42706298828125,0.5408400893211365,1823.236572265625,326.3177185058594,0.7170299887657166
254,75.69112396240234,353.431396484375,0.536777138710022,1823.203857421875,326.3144836425781,0.7182363867759705
255,75.55146789550781,353.3699951171875,0.5390199422836304,1823.3382568359375,326.25970458984375,0.7188720107078552
256,75.52506256103516,353.3602600097656,0.5438189506530762,1823.521728515625,326.27484130859375,0.722151517868042
257,75.57027435302734,353.408203125,0.5444388389587402,1823.3251953125,326.2806701660156,0.7203356623649597
258,75.61498260498047,353.3986511230469,0.5436295866966248,1823.31591796875,326.2239685058594,0.7213124632835388
259,75.6118392944336,353.40380859375,0.5480120182037354,1823.2904052734375,326.2416076660156,0.7214115858078003
