frame,t_s,beam_left_x,beam_left_y,beam_right_x,beam_right_y,confidence_min,theta_deg
43,1.4333333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.601214587688446,-1.0434523102125486
44,1.4666666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.5994887948036194,-1.0434523102125486
45,1.5,72.0,341.4705810546875,1816.0,309.7059020996094,0.598840057849884,-1.0434523102125486
46,1.5333333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.6001963019371033,-1.0434523102125486
47,1.5666666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5992381572723389,-1.0434523102125486
48,1.6,72.0,341.4705810546875,1816.0,309.7059020996094,0.5949700474739075,-1.0434523102125486
49,1.6333333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.599168062210083,-1.0434523102125486
50,1.6666666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.6043218970298767,-1.0434523102125486
51,1.7,72.0,341.4705810546875,1816.0,309.7059020996094,0.5985892415046692,-1.0434523102125486
52,1.7333333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.5998979806900024,-1.0434523102125486
53,1.7666666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.599218487739563,-1.0434523102125486
54,1.8,72.0,341.4705810546875,1816.0,309.7059020996094,0.5969418883323669,-1.0434523102125486
55,1.8333333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5991749167442322,-1.0434523102125486
56,1.8666666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5979173183441162,-1.0434523102125486
57,1.9,72.0,341.4705810546875,1816.0,309.7059020996094,0.6002840399742126,-1.0434523102125486
58,1.9333333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.6015347838401794,-1.0434523102125486
59,1.9666666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.600485622882843,-1.0434523102125486
60,2.0,72.0,341.4705810546875,1816.0,309.7059020996094,0.605594277381897,-1.0434523102125486
61,2.033333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.6042059063911438,-1.0434523102125486
62,2.066666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.6034534573554993,-1.0434523102125486
63,2.1,72.0,341.4705810546875,1816.0,309.7059020996094,0.6070325374603271,-1.0434523102125486
64,2.1333333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.6080308556556702,-1.0434523102125486
65,2.1666666666666665,72.0,341.4705810546875,1816.0,309.7059020996094,0.6080583930015564,-1.0434523102125486
66,2.2,72.0,341.4705810546875,1816.0,309.7059020996094,0.6050358414649963,-1.0434523102125486
67,2.2333333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.6044393181800842,-1.0434523102125486
68,2.2666666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.6045700907707214,-1.0434523102125486
69,2.3,72.0,341.4705810546875,1816.0,309.7059020996094,0.6003739833831787,-1.0434523102125486
70,2.3333333333333335,72.0,341.4705810546875,1816.0,309.7059020996094,0.602281391620636,-1.0434523102125486
71,2.3666666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.6015117168426514,-1.0434523102125486
72,2.4,72.0,341.4705810546875,1816.0,309.7059020996094,0.6035328507423401,-1.0434523102125486
73,2.433333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.6024124026298523,-1.0434523102125486
74,2.466666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.6049654483795166,-1.0434523102125486
75,2.5,72.0,341.4705810546875,1816.0,309.7059020996094,0.6100642681121826,-1.0434523102125486
76,2.533333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.6133020520210266,-1.0434523102125486
77,2.566666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.6075072288513184,-1.0434523102125486
78,2.6,72.0,341.4705810546875,1816.0,309.7059020996094,0.606779158115387,-1.0434523102125486
79,2.6333333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.6076832413673401,-1.0434523102125486
80,2.6666666666666665,72.0,341.4705810546875,1816.0,309.7059020996094,0.607681393623352,-1.0434523102125486
81,2.7,72.0,341.4705810546875,1816.0,309.7059020996094,0.6008930802345276,-1.0434523102125486
82,2.7333333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.594150960445404,-1.0434523102125486
83,2.7666666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.5977698564529419,-1.0434523102125486
84,2.8,72.0,341.4705810546875,1816.0,309.7059020996094,0.5988852381706238,-1.0434523102125486
85,2.8333333333333335,72.0,341.4705810546875,1816.0,309.7059020996094,0.5982168316841125,-1.0434523102125486
86,2.8666666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.599118709564209,-1.0434523102125486
87,2.9,72.0,341.4705810546875,1816.0,309.7059020996094,0.59859699010849,-1.0434523102125486
88,2.933333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5973508954048157,-1.0434523102125486
89,2.966666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5942489504814148,-1.0434523102125486
90,3.0,72.0,341.4705810546875,1816.0,309.7059020996094,0.5953857898712158,-1.0434523102125486
91,3.033333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5974413156509399,-1.0434523102125486
92,3.066666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.6043835878372192,-1.0434523102125486
93,3.1,72.0,341.4705810546875,1816.0,309.7059020996094,0.6040078997612,-1.0434523102125486
94,3.1333333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.6040448546409607,-1.0434523102125486
95,3.1666666666666665,72.0,341.4705810546875,1816.0,309.7059020996094,0.6006631255149841,-1.0434523102125486
96,3.2,72.0,341.4705810546875,1816.0,309.7059020996094,0.6025578379631042,-1.0434523102125486
97,3.2333333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.600804328918457,-1.0434523102125486
98,3.2666666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.6022340059280396,-1.0434523102125486
99,3.3,72.0,341.4705810546875,1816.0,309.7059020996094,0.6033445596694946,-1.0434523102125486
100,3.3333333333333335,72.0,341.4705810546875,1816.0,309.7059020996094,0.6056697964668274,-1.0434523102125486
101,3.3666666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.6046086549758911,-1.0434523102125486
102,3.4,72.0,341.4705810546875,1816.0,309.7059020996094,0.6033954620361328,-1.0434523102125486
103,3.433333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5988699197769165,-1.0434523102125486
104,3.466666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.6031175255775452,-1.0434523102125486
105,3.5,72.0,341.4705810546875,1816.0,309.7059020996094,0.6018321514129639,-1.0434523102125486
106,3.533333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.6035779118537903,-1.0434523102125486
107,3.566666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.6014891266822815,-1.0434523102125486
108,3.6,72.0,341.4705810546875,1816.0,309.7059020996094,0.5981664061546326,-1.0434523102125486
109,3.6333333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.6024550199508667,-1.0434523102125486
110,3.6666666666666665,72.0,341.4705810546875,1816.0,309.7059020996094,0.5976138710975647,-1.0434523102125486
111,3.7,72.0,341.4705810546875,1816.0,309.7059020996094,0.5939876437187195,-1.0434523102125486
112,3.7333333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.5962164402008057,-1.0434523102125486
113,3.7666666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.5919675230979919,-1.0434523102125486
114,3.8,72.0,341.4705810546875,1816.0,309.7059020996094,0.59120112657547,-1.0434523102125486
115,3.8333333333333335,72.0,341.4705810546875,1816.0,309.7059020996094,0.5912255048751831,-1.0434523102125486
116,3.8666666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5929419994354248,-1.0434523102125486
117,3.9,72.0,341.4705810546875,1816.0,309.7059020996094,0.591792106628418,-1.0434523102125486
118,3.933333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5875614285469055,-1.0434523102125486
119,3.966666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5885027050971985,-1.0434523102125486
120,4.0,72.0,341.4705810546875,1816.0,309.7059020996094,0.5929718017578125,-1.0434523102125486
121,4.033333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5959475040435791,-1.0434523102125486
122,4.066666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.594250500202179,-1.0434523102125486
123,4.1,72.0,341.4705810546875,1816.0,309.7059020996094,0.5962633490562439,-1.0434523102125486
124,4.133333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.5971863269805908,-1.0434523102125486
125,4.166666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5948577523231506,-1.0434523102125486
126,4.2,72.0,341.4705810546875,1816.0,309.7059020996094,0.5956428050994873,-1.0434523102125486
127,4.233333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5945423245429993,-1.0434523102125486
128,4.266666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5949576497077942,-1.0434523102125486
129,4.3,72.0,341.4705810546875,1816.0,309.7059020996094,0.593786358833313,-1.0434523102125486
130,4.333333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5957563519477844,-1.0434523102125486
131,4.366666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.5963855981826782,-1.0434523102125486
132,4.4,72.0,341.4705810546875,1816.0,309.7059020996094,0.5971947908401489,-1.0434523102125486
133,4.433333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.5987589359283447,-1.0434523102125486
134,4.466666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5997777581214905,-1.0434523102125486
135,4.5,72.0,341.4705810546875,1816.0,309.7059020996094,0.5967817902565002,-1.0434523102125486
136,4.533333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5982242822647095,-1.0434523102125486
137,4.566666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.5979267358779907,-1.0434523102125486
138,4.6,72.0,341.4705810546875,1816.0,309.7059020996094,0.5948989391326904,-1.0434523102125486
139,4.633333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.5940892696380615,-1.0434523102125486
140,4.666666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5932997465133667,-1.0434523102125486
141,4.7,72.0,341.4705810546875,1816.0,309.7059020996094,0.5958225727081299,-1.0434523102125486
142,4.733333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5973465442657471,-1.0434523102125486
143,4.766666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5922836661338806,-1.0434523102125486
144,4.8,72.0,341.4705810546875,1816.0,309.7059020996094,0.5999846458435059,-1.0434523102125486
145,4.833333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.6012729406356812,-1.0434523102125486
146,4.866666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.5987316966056824,-1.0434523102125486
147,4.9,72.0,341.4705810546875,1816.0,309.7059020996094,0.5983650088310242,-1.0434523102125486
148,4.933333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.5954090356826782,-1.0434523102125486
149,4.966666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5991526246070862,-1.0434523102125486
150,5.0,72.0,341.4705810546875,1816.0,309.7059020996094,0.5999593138694763,-1.0434523102125486
151,5.033333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.6004783511161804,-1.0434523102125486
152,5.066666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.6037053465843201,-1.0434523102125486
153,5.1,72.0,341.4705810546875,1816.0,309.7059020996094,0.6018669605255127,-1.0434523102125486
154,5.133333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.6034361720085144,-1.0434523102125486
155,5.166666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.6046081185340881,-1.0434523102125486
156,5.2,72.0,341.4705810546875,1816.0,309.7059020996094,0.6057694554328918,-1.0434523102125486
157,5.233333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.6057114601135254,-1.0434523102125486
158,5.266666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.603479266166687,-1.0434523102125486
159,5.3,72.0,341.4705810546875,1816.0,309.7059020996094,0.6043483018875122,-1.0434523102125486
160,5.333333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.6042691469192505,-1.0434523102125486
161,5.366666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.6018611192703247,-1.0434523102125486
162,5.4,72.0,341.4705810546875,1816.0,309.7059020996094,0.6046404838562012,-1.0434523102125486
163,5.433333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.606575608253479,-1.0434523102125486
164,5.466666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.6000239849090576,-1.0434523102125486
165,5.5,72.0,341.4705810546875,1816.0,309.7059020996094,0.6033972501754761,-1.0434523102125486
166,5.533333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.6027761697769165,-1.0434523102125486
167,5.566666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.6062098145484924,-1.0434523102125486
168,5.6,72.0,341.4705810546875,1816.0,309.7059020996094,0.6023665070533752,-1.0434523102125486
169,5.633333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.5959123969078064,-1.0434523102125486
170,5.666666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.59821617603302,-1.0434523102125486
171,5.7,72.0,341.4705810546875,1816.0,309.7059020996094,0.595579981803894,-1.0434523102125486
172,5.733333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5900521874427795,-1.0434523102125486
173,5.766666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5947442054748535,-1.0434523102125486
174,5.8,72.0,341.4705810546875,1816.0,309.7059020996094,0.5936510562896729,-1.0434523102125486
175,5.833333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5935086607933044,-1.0434523102125486
176,5.866666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.5931366086006165,-1.0434523102125486
177,5.9,72.0,341.4705810546875,1816.0,309.7059020996094,0.5934391021728516,-1.0434523102125486
178,5.933333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.5891565084457397,-1.0434523102125486
179,5.966666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5887934565544128,-1.0434523102125486
180,6.0,72.0,341.4705810546875,1816.0,309.7059020996094,0.5791912078857422,-1.0434523102125486
181,6.033333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5901429653167725,-1.0434523102125486
182,6.066666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.5939983129501343,-1.0434523102125486
183,6.1,72.0,341.4705810546875,1816.0,309.7059020996094,0.5926767587661743,-1.0434523102125486
184,6.133333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.5843162536621094,-1.0434523102125486
185,6.166666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5841183662414551,-1.0434523102125486
186,6.2,72.0,341.4705810546875,1816.0,309.7059020996094,0.5849248766899109,-1.0434523102125486
187,6.233333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5821051001548767,-1.0434523102125486
188,6.266666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5830631852149963,-1.0434523102125486
189,6.3,72.0,341.4705810546875,1816.0,309.7059020996094,0.5838173627853394,-1.0434523102125486
190,6.333333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.586195707321167,-1.0434523102125486
191,6.366666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.5852723717689514,-1.0434523102125486
192,6.4,72.0,341.4705810546875,1816.0,309.7059020996094,0.5877307653427124,-1.0434523102125486
193,6.433333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.5960030555725098,-1.0434523102125486
194,6.466666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.6031671166419983,-1.0434523102125486
195,6.5,72.0,341.4705810546875,1816.0,309.7059020996094,0.6058590412139893,-1.0434523102125486
196,6.533333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.6055347323417664,-1.0434523102125486
197,6.566666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.6014269590377808,-1.0434523102125486
198,6.6,72.0,341.4705810546875,1816.0,309.7059020996094,0.6032359600067139,-1.0434523102125486
199,6.633333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.6026062369346619,-1.0434523102125486
200,6.666666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.6015519499778748,-1.0434523102125486
201,6.7,72.0,341.4705810546875,1816.0,309.7059020996094,0.6009551286697388,-1.0434523102125486
202,6.733333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.6031957864761353,-1.0434523102125486
203,6.766666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5992479920387268,-1.0434523102125486
204,6.8,72.0,341.4705810546875,1816.0,309.7059020996094,0.5989763736724854,-1.0434523102125486
205,6.833333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5946425795555115,-1.0434523102125486
206,6.866666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.5984969735145569,-1.0434523102125486
207,6.9,72.0,341.4705810546875,1816.0,309.7059020996094,0.5966821908950806,-1.0434523102125486
208,6.933333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.5958090424537659,-1.0434523102125486
209,6.966666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5975337624549866,-1.0434523102125486
210,7.0,72.0,341.4705810546875,1816.0,309.7059020996094,0.5968182682991028,-1.0434523102125486
211,7.033333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5975068211555481,-1.0434523102125486
212,7.066666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.5976247191429138,-1.0434523102125486
213,7.1,72.0,341.4705810546875,1816.0,309.7059020996094,0.598276674747467,-1.0434523102125486
214,7.133333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.598820149898529,-1.0434523102125486
215,7.166666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5986385941505432,-1.0434523102125486
216,7.2,72.0,341.4705810546875,1816.0,309.7059020996094,0.5984557271003723,-1.0434523102125486
217,7.233333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5943267345428467,-1.0434523102125486
218,7.266666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5953052639961243,-1.0434523102125486
219,7.3,72.0,341.4705810546875,1816.0,309.7059020996094,0.595021665096283,-1.0434523102125486
220,7.333333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5930081605911255,-1.0434523102125486
221,7.366666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.5928595662117004,-1.0434523102125486
222,7.4,72.0,341.4705810546875,1816.0,309.7059020996094,0.5948308706283569,-1.0434523102125486
223,7.433333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.5932919383049011,-1.0434523102125486
224,7.466666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.6014461517333984,-1.0434523102125486
225,7.5,72.0,341.4705810546875,1816.0,309.7059020996094,0.5976134538650513,-1.0434523102125486
226,7.533333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5962501764297485,-1.0434523102125486
227,7.566666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.5896991491317749,-1.0434523102125486
228,7.6,72.0,341.4705810546875,1816.0,309.7059020996094,0.5898362994194031,-1.0434523102125486
229,7.633333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.5923427939414978,-1.0434523102125486
230,7.666666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5926763415336609,-1.0434523102125486
231,7.7,72.0,341.4705810546875,1816.0,309.7059020996094,0.5924521088600159,-1.0434523102125486
232,7.733333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5944733619689941,-1.0434523102125486
233,7.766666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5993770360946655,-1.0434523102125486
234,7.8,72.0,341.4705810546875,1816.0,309.7059020996094,0.5956099033355713,-1.0434523102125486
235,7.833333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5920577645301819,-1.0434523102125486
236,7.866666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.5912345051765442,-1.0434523102125486
237,7.9,72.0,341.4705810546875,1816.0,309.7059020996094,0.5966383814811707,-1.0434523102125486
238,7.933333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.6004272699356079,-1.0434523102125486
239,7.966666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5995435118675232,-1.0434523102125486
240,8.0,72.0,341.4705810546875,1816.0,309.7059020996094,0.5953925251960754,-1.0434523102125486
241,8.033333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.591162919998169,-1.0434523102125486
242,8.066666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.5909877419471741,-1.0434523102125486
243,8.1,72.0,341.4705810546875,1816.0,309.7059020996094,0.5896398425102234,-1.0434523102125486
244,8.133333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5901319980621338,-1.0434523102125486
245,8.166666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.5889888405799866,-1.0434523102125486
246,8.2,72.0,341.4705810546875,1816.0,309.7059020996094,0.5894619822502136,-1.0434523102125486
247,8.233333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5886167883872986,-1.0434523102125486
248,8.266666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5894806385040283,-1.0434523102125486
249,8.3,72.0,341.4705810546875,1816.0,309.7059020996094,0.5920293927192688,-1.0434523102125486
250,8.333333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.5966682434082031,-1.0434523102125486
251,8.366666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.5986253619194031,-1.0434523102125486
252,8.4,72.0,341.4705810546875,1816.0,309.7059020996094,0.6003293991088867,-1.0434523102125486
253,8.433333333333334,72.0,341.4705810546875,1816.0,309.7059020996094,0.6009730696678162,-1.0434523102125486
254,8.466666666666667,72.0,341.4705810546875,1816.0,309.7059020996094,0.6021043062210083,-1.0434523102125486
255,8.5,72.0,341.4705810546875,1816.0,309.7059020996094,0.5995102524757385,-1.0434523102125486
256,8.533333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.6004016995429993,-1.0434523102125486
257,8.566666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.5976374745368958,-1.0434523102125486
258,8.6,72.0,341.4705810546875,1816.0,309.7059020996094,0.5947573184967041,-1.0434523102125486
259,8.633333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5923706293106079,-1.0434523102125486
260,8.666666666666666,72.0,341.4705810546875,1816.0,309.7059020996094,0.5894359350204468,-1.0434523102125486
261,8.7,72.0,341.4705810546875,1816.0,309.7059020996094,0.5921249389648438,-1.0434523102125486
262,8.733333333333333,72.0,341.4705810546875,1816.0,309.7059020996094,0.5937730073928833,-1.0434523102125486
