scorer,,,Dani_F,Dani_F,Dani_F,Dani_F
labeled-data,swept_sine_ready,img0906.png,79.84365928612402,311.66007178933035,1822.2964102820038,365.44534185083836
labeled-data,swept_sine_ready,img0911.png,82.7609034705595,387.50842058465287,1824.476891554306,295.6699411371646
labeled-data,swept_sine_ready,img0926.png,82.7609034705595,385.17462523710446,1823.023237372771,299.3040765910018
labeled-data,swept_sine_ready,img0927.png,79.26021044923692,364.7539159460561,1822.2964102820038,318.2015809509551
labeled-data,swept_sine_ready,img0937.png,79.26021044923692,269.06830669657234,1820.1159290097014,410.50862147841934
labeled-data,swept_sine_ready,img0982.png,79.26021044923692,330.33043456971745,1823.7500644635386,351.6356271262571
labeled-data,swept_sine_ready,img0984.png,81.01055695989822,368.83805780426576,1823.7500644635386,315.2942725878853
labeled-data,swept_sine_ready,img0989.png,85.67814765499497,421.9319019609916,1822.2964102820038,260.7822407803277
labeled-data,swept_sine_ready,img0997.png,86.84504532876917,417.8477601027819,1820.8427561004687,262.2358949618626
labeled-data,swept_sine_ready,img1040.png,81.59400579678532,284.82142529252394,1822.2964102820038,395.97207966307064
labeled-data,swept_sine_ready,img1041.png,79.84365928612402,276.6531415761046,1821.5695831912362,401.78669638921014
labeled-data,swept_sine_ready,img1087.png,85.67814765499497,420.7650042872174,1823.023237372771,260.7822407803277
labeled-data,swept_sine_ready,img1089.png,86.84504532876917,431.2670833511851,1820.8427561004687,250.6066615095836
labeled-data,swept_sine_ready,img1095.png,84.5112499812208,409.6794763863625,1824.476891554306,270.2309929603044
labeled-data,swept_sine_ready,img1097.png,81.59400579678532,365.9208136198303,1824.476891554306,320.3820622232574
labeled-data,swept_sine_ready,img1135.png,80.42710812301112,269.65175553345944,1820.1159290097014,409.05496729688446
labeled-data,swept_sine_ready,img1169.png,79.84365928612402,312.24352062621745,1823.7500644635386,366.89899603237325
labeled-data,swept_sine_ready,img1185.png,78.67676161234985,334.99802526481426,1822.2964102820038,348.72831876318736
labeled-data,swept_sine_ready,img1203.png,86.84504532876917,433.0174298618464,1822.2964102820038,249.87983441881616
labeled-data,swept_sine_ready,img1210.png,82.7609034705595,397.42705081173347,1824.476891554306,286.9480160479554
labeled-data,swept_sine_ready,img1229.png,86.26159649188207,431.8505321880722,1821.5695831912362,248.4261802372813
labeled-data,swept_sine_ready,img1259.png,87.42849416565628,435.9346740462818,1822.2964102820038,246.245698964979
labeled-data,swept_sine_ready,img1273.png,78.67676161234985,280.7372834343143,1820.8427561004687,400.33304220767525
labeled-data,swept_sine_ready,img1285.png,86.26159649188207,433.0174298618464,1821.5695831912362,249.87983441881616
labeled-data,swept_sine_ready,img1289.png,79.84365928612402,339.08216712302385,1822.2964102820038,346.54783749088506
labeled-data,swept_sine_ready,img1313.png,78.67676161234985,351.3345926976529,1820.8427561004687,334.9186040386061
labeled-data,swept_sine_ready,img1322.png,79.84365928612402,281.90418110808844,1821.5695831912362,399.6062151169078
labeled-data,swept_sine_ready,img1330.png,88.01194300254338,442.936060088927,1818.6622748281666,239.70425514807206
labeled-data,swept_sine_ready,img1337.png,79.84365928612402,344.33320665500776,1823.7500644635386,339.2795665832107
labeled-data,swept_sine_ready,img1356.png,88.01194300254338,438.85191823071733,1820.8427561004687,243.33839060190925
labeled-data,swept_sine_ready,img1368.png,79.84365928612402,272.56899971789494,1820.1159290097014,407.60131311534957
labeled-data,swept_sine_ready,img1389.png,80.42710812301112,268.48485785968523,1819.3891019189339,411.9622756599542
labeled-data,swept_sine_ready,img1390.png,81.01055695989822,269.65175553345944,1820.1159290097014,410.50862147841934
labeled-data,swept_sine_ready,img1398.png,88.01194300254338,442.35261125203994,1820.8427561004687,238.2506009665372
labeled-data,swept_sine_ready,img1407.png,79.26021044923692,298.24074854092714,1823.023237372771,380.7087107569545
labeled-data,swept_sine_ready,img1409.png,79.26021044923692,271.98555088100784,1820.8427561004687,406.87448602458215
labeled-data,swept_sine_ready,img1411.png,79.84365928612402,265.5676136752498,1820.8427561004687,413.41592984148906
labeled-data,swept_sine_ready,img1438.png,78.67676161234985,349.58424618699166,1824.476891554306,335.64543112937355
labeled-data,swept_sine_ready,img1440.png,85.0946988181079,421.3484531241045,1821.5695831912362,262.96272205263
labeled-data,swept_sine_ready,img1446.png,85.67814765499497,429.5167368405238,1821.5695831912362,254.24079696342076
labeled-data,swept_sine_ready,img1463.png,89.17884067631758,444.6864065995883,1820.1159290097014,236.79694678500232
labeled-data,swept_sine_ready,img1474.png,81.01055695989822,266.734511349024,1819.3891019189339,412.68910275072164
labeled-data,swept_sine_ready,img1482.png,83.3443523074466,416.0974135921206,1819.3891019189339,270.9578200510718
labeled-data,swept_sine_ready,img1490.png,83.9278011443337,373.50564849936256,1821.5695831912362,310.2064829525133
labeled-data,swept_sine_ready,img1511.png,83.3443523074466,350.1676950238787,1820.8427561004687,333.46494985707125
labeled-data,swept_sine_ready,img1524.png,89.17884067631758,443.5195089258141,1821.5695831912362,241.15790932960695
labeled-data,swept_sine_ready,img1529.png,86.84504532876917,421.3484531241045,1820.1159290097014,261.5090678710951
labeled-data,swept_sine_ready,img1530.png,82.1774546336724,390.42566476908837,1822.2964102820038,288.4016702294902
labeled-data,swept_sine_ready,img1568.png,86.84504532876917,430.683634514298,1821.5695831912362,252.7871427818859
labeled-data,swept_sine_ready,img1577.png,79.84365928612402,271.98555088100784,1820.1159290097014,409.78179438765187
labeled-data,swept_sine_ready,img1580.png,79.84365928612402,350.7511438607658,1823.023237372771,335.64543112937355
labeled-data,swept_sine_ready,img1588.png,83.9278011443337,413.76361824457217,1821.5695831912362,273.8651284141415
labeled-data,swept_sine_ready,img1600.png,82.7609034705595,389.84221593220127,1823.023237372771,294.2162869556297
labeled-data,swept_sine_ready,img1647.png,79.84365928612402,288.90556715073365,1820.4891924423887,392.5300261180602
labeled-data,swept_sine_ready,img1648.png,79.26021044923696,271.9855508810079,1819.8823107982714,411.7792730443112
labeled-data,swept_sine_ready,img1655.png,81.01055695989824,369.421506641153,1820.5817806805544,315.2524292892873
labeled-data,swept_sine_ready,img1665.png,79.84365928612407,292.40626017205625,1820.5817806805544,388.6967669289794
labeled-data,swept_sine_ready,img1682.png,79.26021044923696,326.82974154839496,1821.98072044512,354.4227426971231
labeled-data,swept_sine_ready,img1686.png,81.01055695989824,256.8158811219434,1818.483371033706,422.27132127855293
labeled-data,swept_sine_ready,img1695.png,89.76228951320469,457.5222810111045,1819.1828409159887,225.72028435709132
labeled-data,swept_sine_ready,img1697.png,87.42849416565632,435.35122520939484,1819.8823107982714,247.40385070785754
labeled-data,swept_sine_ready,img1698.png,85.09469881810791,406.17878336504003,1820.5817806805544,276.78158576373437
labeled-data,swept_sine_ready,img1700.png,80.42710812301117,312.82696946310466,1822.6801903274027,371.9094897541927
labeled-data,swept_sine_ready,img1707.png,81.01055695989824,309.90972527866916,1821.98072044512,371.2100198719099
labeled-data,swept_sine_ready,img1715.png,85.67814765499502,426.5994926560884,1821.98072044512,258.59536882438204
labeled-data,swept_sine_ready,img1750.png,83.92780114433374,402.0946415068304,1822.6801903274027,283.0768147042794
labeled-data,swept_sine_ready,img1762.png,89.17884067631759,447.02020194713674,1821.2812505628372,239.01021212046416
labeled-data,swept_sine_ready,img1774.png,81.01055695989824,273.1524485547821,1820.5817806805544,407.5824537506145
labeled-data,swept_sine_ready,img1780.png,90.9291871869789,459.8560763586529,1819.1828409159887,224.32134459252575
labeled-data,swept_sine_ready,img1805.png,82.17745463367244,250.98139275307244,1818.483371033706,428.56655021909796
labeled-data,swept_sine_ready,img1839.png,82.76090347055954,260.90002298015304,1819.1828409159887,416.67556222029066
labeled-data,swept_sine_ready,img1842.png,82.76090347055954,366.50426245671747,1822.6801903274027,320.1487184652668
labeled-data,swept_sine_ready,img1874.png,81.59400579678534,378.17323919445937,1824.778599974251,306.1593208196112
labeled-data,swept_sine_ready,img1916.png,81.59400579678534,244.56345554731436,1817.0844312691404,432.76336951279467
labeled-data,swept_sine_ready,img1927.png,83.34435230744664,374.0890973362497,1824.0791300919682,309.6566702310251
labeled-data,swept_sine_ready,img1957.png,79.26021044923696,341.41596247057237,1824.0791300919682,339.73387516918467
labeled-data,swept_sine_ready,img1965.png,79.26021044923696,341.41596247057237,1823.3796602096854,339.0344052869019
labeled-data,swept_sine_ready,img1982.png,79.26021044923696,341.41596247057237,1824.0791300919682,339.73387516918467
labeled-data,swept_sine_ready,img2019.png,79.26021044923696,341.41596247057237,1824.0791300919682,339.73387516918467
labeled-data,swept_sine_ready,img2052.png,79.26021044923696,341.41596247057237,1824.0791300919682,339.73387516918467
labeled-data,swept_sine_ready,img2059.png,79.26021044923696,341.41596247057237,1824.0791300919682,339.73387516918467
labeled-data,swept_sine_ready,img2071.png,79.26021044923696,341.41596247057237,1824.0791300919682,339.73387516918467
labeled-data,swept_sine_ready,img2072.png,79.26021044923696,341.41596247057237,1824.0791300919682,339.73387516918467
labeled-data,swept_sine_ready,img2117.png,79.26021044923696,341.41596247057237,1824.0791300919682,339.73387516918467
labeled-data,swept_sine_ready,img2118.png,79.26021044923696,341.41596247057237,1824.0791300919682,339.73387516918467
labeled-data,swept_sine_ready,img2120.png,79.26021044923696,341.41596247057237,1824.0791300919682,339.73387516918467
labeled-data,swept_sine_ready,img2127.png,79.26021044923696,341.41596247057237,1824.0791300919682,339.73387516918467
